工艺路线_ID,工序_ID,ID,Precision,Parameter_ID,tool_name
1,10,N1,粗,1,35°R0.4外圆刀
1,10,N2,,2,2中心钻
1,10,N3,,3,3.8钻头
1,10,N4,粗,4,3内孔刀
1,10,N7,粗,5,0.3钻头
1,10,N8,粗,6,3.3 60°埋钻
1,10,N9,精,7,3.9 60°埋钻
1,10,N10,精,8,35°R0.2外圆刀
1,10,N11,精,9,w=2切刀
1,10,N12,精,10,3内孔刀
1,10,N13,精,11,螺纹铣刀
1,10,N14,,12,w=2切刀
1,10,N15,精,13,55°R0.4外圆刀
1,10,N16,精,14,80°R0.2外圆刀
1,10,N17,粗,15,0.3钻头
1,10,N18,精,16,0.4带台钻头
1,10,N21,粗,17,0.5铣刀
1,10,N22,精,18,0.5铣刀
