工艺路线_ID,工序_ID,ID,Precision,Parameter_ID,tool_name
1,10,N1,粗,1,55°R0.4WYD
1,10,N2,粗,2,1中心钻
1,10,N3,粗,3,1钻头
1,10,N4,精,4,1铣刀
1,10,N5,粗,5,0.2铣刀
1,10,N51,粗,6,0.2铣刀
1,10,N6,精,7,1铣刀
1,10,N7,半精,8,80°WYD
1,10,N77,精,9,80°WYD
1,10,N8,精,10,0.2铣刀
1,10,N9,粗,11,0.3铣刀
1,10,N10,粗,12,0.4钻头
1,10,N11,精,13,0.4铰刀
1,10,N12,粗,14,w=2切刀
1,10,N13,粗,15,55°R0.2WYD
1,10,N14,精,16,55°R0.2WYD
1,10,N15,粗,17,3中心钻
1,10,N16,精,18,1.3钻头
