ID,tool_no,tool_name
1,T1,55°R0.4WYD
1,T2,90°zxz
1,T3,1钻头
1,T4,1铣刀
1,T5,0.2铣刀
1,T6,1铣刀
1,T7,80°R0.2WYD
1,T8,0.3铣刀
1,T9,0.4钻头
1,T10,0.4铰刀
1,T11,W=2切刀
1,T12,55°R0.2WYD
1,T13,3中心钻
1,T14,1.3钻头
