工艺路线_ID,工序_ID,ID,Precision,Parameter_ID,tool_name
1,10,N1,,1,55°外圆车刀
1,10,N2,,2,1.4切刀
1,10,N3,,3,R0.235°外圆车刀
1,10,N4,,4,1.4切刀
1,10,N5,,5,0.5铣刀2B52-111M
1,10,N6,,6,0.5铣刀2B52-111M
1,10,N7,,7,R0.235°外圆车刀
1,10,N8,,8,1.4切刀
1,10,N9,,9,螺纹铣刀
1,10,N10,,10,螺纹铣刀（空走）
1,10,N11,,11,0.8带台钻头
1,10,N12,,12,0.8带台钻头（空走）
1,10,N13,,13,1.5铣刀2BS52-114M
1,10,N14,,14,切断刀
1,10,N15,,15,6铣刀
1,10,N16,,16,中心钻
1,10,N17,,17,1.8钻头
1,10,N18,,18,PICCOL0501-7IC908（内孔镗刀）
